stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1262,53845,"Paseo Padre Pkwy & Ocaso Camino", ,37.526405,-121.929751,E,https://www.actransit.org/stop/53845, , , ,0
1263,54043,"Paseo Padre Pkwy & Olive Av", ,37.535005,-121.938468,E,https://www.actransit.org/stop/54043, , , ,0
1264,53670,"Paseo Padre Pkwy & Onondaga Way", ,37.505590,-121.927811,E,https://www.actransit.org/stop/53670, , , ,0
1266,52291,"Paseo Padre Pkwy & Parkmeadow Dr", ,37.510649,-121.930739,E,https://www.actransit.org/stop/52291, , , ,0
1267,54143,"Paseo Padre Pkwy & Parkmeadow Dr", ,37.510186,-121.930674,E,https://www.actransit.org/stop/54143, , , ,0
1268,54243,"Paseo Padre Pkwy & Peralta Blvd", ,37.560480,-121.994211,E,https://www.actransit.org/stop/54243, , , ,0
1269,56850,"Paseo Padre Pkwy & Peralta Blvd", ,37.560589,-121.994834,E,https://www.actransit.org/stop/56850, , , ,0
1270,54643,"Paseo Padre Pkwy & Pine St", ,37.523783,-121.928658,E,https://www.actransit.org/stop/54643, , , ,0
1271,54658,"Paseo Padre Pkwy & Quema Dr", ,37.527933,-121.931186,E,https://www.actransit.org/stop/54658, , , ,0
1272,56370,"Paseo Padre Pkwy & Rockett Dr", ,37.542067,-121.961491,E,https://www.actransit.org/stop/56370, , , ,0
1275,56970,"Paseo Padre Pkwy & Sailway Dr", ,37.547094,-121.968908,E,https://www.actransit.org/stop/56970, , , ,0
1276,57120,"Paseo Padre Pkwy & Sailway Dr", ,37.547616,-121.969206,E,https://www.actransit.org/stop/57120, , , ,0
1277,55197,"Paseo Padre Pkwy & Senior Center", ,37.545995,-121.966604,E,https://www.actransit.org/stop/55197, , , ,0
1278,55207,"Paseo Padre Pkwy & Sequoia Rd", ,37.563369,-122.002589,E,https://www.actransit.org/stop/55207, , , ,0
1279,57230,"Paseo Padre Pkwy & Sequoia Rd", ,37.563690,-122.002196,E,https://www.actransit.org/stop/57230, , , ,0
1280,56860,"Paseo Padre Pkwy & Sioux Dr", ,37.513842,-121.931088,E,https://www.actransit.org/stop/56860, , , ,0
1281,58560,"Paseo Padre Pkwy & Sioux Dr", ,37.513541,-121.931473,E,https://www.actransit.org/stop/58560, , , ,0
1282,51189,"Paseo Padre Pkwy & Siward Dr", ,37.569498,-122.048621,E,https://www.actransit.org/stop/51189, , , ,0
1283,52275,"Paseo Padre Pkwy & Siward Dr", ,37.569365,-122.048443,E,https://www.actransit.org/stop/52275, , , ,0
1284,54985,"Paseo Padre Pkwy & Sodaville Ct", ,37.503214,-121.925307,E,https://www.actransit.org/stop/54985, , , ,0
1287,53611,"Paseo Padre Pkwy & Tupelo St", ,37.562322,-122.061542,E,https://www.actransit.org/stop/53611, , , ,0
1289,56808,"Paseo Padre Pkwy & Upland Way", ,37.520637,-121.925330,E,https://www.actransit.org/stop/56808, , , ,0
1290,54980,"Paseo Padre Pkwy & Walnut Av", ,37.551399,-121.976543,E,https://www.actransit.org/stop/54980, , , ,0
1291,50944,"Paseo Padre Pkwy & Walnut Av", ,37.551057,-121.976600,E,https://www.actransit.org/stop/50944, , , ,0
1292,55271,"Paseo Padre Pkwy & Warwick Rd", ,37.577934,-122.028781,E,https://www.actransit.org/stop/55271, , , ,0
1293,51644,"Paseo Padre Pkwy & Warwick Rd", ,37.578739,-122.029235,E,https://www.actransit.org/stop/51644, , , ,0
1294,56828,"Paseo Padre Pkwy & Washington Blvd", ,37.532698,-121.935478,E,https://www.actransit.org/stop/56828, , , ,0
1295,57130,"Paseo Padre Pkwy & Whitehead Ln", ,37.581415,-122.033162,E,https://www.actransit.org/stop/57130, , , ,0
1297,58245,"S Grimmer Blvd & Enterprise St", ,37.504817,-121.958818,E,https://www.actransit.org/stop/58245, , , ,0
1298,50787,"S Grimmer Blvd & Fremont Blvd", ,37.502318,-121.949741,E,https://www.actransit.org/stop/50787, , , ,0
1299,50230,"S Grimmer Blvd & Fremont Blvd", ,37.502587,-121.949797,E,https://www.actransit.org/stop/50230, , , ,0
